SURVEY_ID,SURVEY_SPECIES_ID,SPECIES_ID,SPECIES_RUN_ID,RUN_NUMBER,BANDED_MEASURED_ID,BAND_LENGTH_START,BAND_LENGTH_END,BAND_FISH_COUNT,AGE_BAND
114143,429960,182,555028,1,148983,105,109,2,
114143,429960,182,555028,1,148984,110,114,0,
114143,429960,182,555028,1,148985,115,119,0,
114143,429960,182,555028,1,148986,120,124,0,
114143,429960,182,555028,1,148987,125,129,1,
114143,429960,182,555028,1,148988,130,134,2,
114143,429960,182,555028,1,148989,135,139,0,
114143,429960,182,555028,1,148990,140,144,0,
114143,429960,182,555028,1,148991,145,149,0,
114143,429960,182,555028,1,148992,150,154,0,
114143,429960,182,555028,1,148993,155,159,0,
114143,429960,182,555028,1,148994,160,164,0,
114143,429960,182,555028,1,148995,165,169,0,
114143,429960,182,555028,1,148996,170,174,0,
114143,429960,182,555028,1,148997,175,179,0,
114143,429960,182,555028,1,148998,180,184,0,
114143,429960,182,555028,1,148999,185,189,0,
114143,429960,182,555028,1,149000,190,194,0,
114143,429960,182,555028,1,149001,195,199,0,
114143,429960,182,555028,1,149002,200,204,0,
114143,429960,182,555028,1,149003,205,209,0,
114143,429960,182,555028,1,149004,210,214,0,
114143,429960,182,555028,1,149005,215,219,0,
114143,429960,182,555028,1,149006,220,224,0,
114143,429960,182,555028,1,149007,225,229,0,
114143,429960,182,555028,1,149008,230,234,0,
114143,429960,182,555028,1,149009,235,239,0,
114143,429960,182,555028,1,149010,240,244,0,
114143,429960,182,555028,1,149011,245,249,1,
114143,429960,182,555029,2,149119,110,114,1,
114143,429960,182,555029,2,149120,115,119,0,
114143,429960,182,555029,2,149121,120,124,0,
114143,429960,182,555029,2,149122,125,129,1,
114143,429960,182,555029,2,149123,130,134,1,
114143,429960,182,555029,2,149124,135,139,1,
114143,429960,182,555029,2,149125,140,144,1,
114143,429961,193,555030,1,149012,95,99,3,
114143,429961,193,555030,1,149126,100,104,1,
114143,429961,193,555030,1,149127,120,124,1,
114143,429961,193,555031,2,149128,95,99,1,
114143,429962,211,555032,1,149013,65,69,1,
114143,429962,211,555032,1,149014,70,74,0,
114143,429962,211,555032,1,149015,75,79,3,
114143,429962,211,555032,1,149016,80,84,0,
114143,429962,211,555032,1,149017,85,89,0,
114143,429962,211,555032,1,149018,90,94,1,
114143,429962,211,555032,1,149019,95,99,0,
114143,429962,211,555032,1,149020,100,104,0,
114143,429962,211,555032,1,149021,105,109,0,
114143,429962,211,555032,1,149022,110,114,0,
114143,429962,211,555032,1,149023,115,119,0,
114143,429962,211,555032,1,149024,120,124,0,
114143,429962,211,555032,1,149025,125,129,0,
114143,429962,211,555032,1,149026,130,134,1,
114143,429962,211,555032,1,149027,135,139,4,
114143,429962,211,555032,1,149028,140,144,0,
114143,429962,211,555032,1,149029,145,149,0,
114143,429962,211,555032,1,149030,150,154,1,
114143,429962,211,555032,1,149031,155,159,1,
114143,429962,211,555032,1,149032,160,164,1,
114143,429962,211,555033,2,149129,90,94,1,
114143,429962,211,555033,2,149130,95,99,0,
114143,429962,211,555033,2,149131,100,104,0,
114143,429962,211,555033,2,149132,105,109,0,
114143,429962,211,555033,2,149133,110,114,1,
114143,429962,211,555033,2,149134,115,119,2,
114143,429962,211,555033,2,149135,120,124,1,
114143,429963,213,555034,1,149033,150,154,1,
114143,429963,213,555034,1,149034,325,329,1,
114143,429963,213,555034,1,149035,430,434,1,
114143,429963,213,555034,1,149036,495,499,1,
114143,429963,213,555034,1,149037,510,514,1,
114143,429963,213,555034,1,149038,515,519,1,
114143,429963,213,555034,1,149039,520,524,2,
114143,429963,213,555034,1,149040,600,604,1,
114143,429963,213,555034,1,149041,640,644,1,
114143,429963,213,555035,2,149136,195,199,1,
114143,429963,213,555035,2,149137,520,524,1,
114143,429963,213,555035,2,149138,530,534,1,
114143,429964,196,555036,1,149042,95,99,1,
114143,429965,199,555038,1,149043,95,99,2,
114143,429965,199,555038,1,149044,100,104,2,
114143,429965,199,555038,1,149045,105,109,0,
114143,429965,199,555038,1,149046,110,114,4,
114143,429965,199,555038,1,149047,115,119,1,
114143,429965,199,555038,1,149048,120,124,0,
114143,429965,199,555038,1,149049,125,129,0,
114143,429965,199,555038,1,149050,130,134,0,
114143,429965,199,555038,1,149051,135,139,0,
114143,429965,199,555038,1,149052,140,144,1,
114143,429965,199,555038,1,149053,145,149,0,
114143,429965,199,555038,1,149054,150,154,0,
114143,429965,199,555038,1,149055,155,159,0,
114143,429965,199,555038,1,149056,160,164,0,
114143,429965,199,555038,1,149057,165,169,0,
114143,429965,199,555038,1,149058,170,174,0,
114143,429965,199,555038,1,149059,175,179,0,
114143,429965,199,555038,1,149060,180,184,0,
114143,429965,199,555038,1,149061,185,189,0,
114143,429965,199,555038,1,149062,190,194,0,
114143,429965,199,555038,1,149063,195,199,0,
114143,429965,199,555038,1,149064,200,204,0,
114143,429965,199,555038,1,149065,205,209,0,
114143,429965,199,555038,1,149066,210,214,0,
114143,429965,199,555038,1,149067,215,219,0,
114143,429965,199,555038,1,149068,220,224,0,
114143,429965,199,555038,1,149069,225,229,0,
114143,429965,199,555038,1,149070,230,234,1,
114143,429965,199,555039,2,149139,90,94,1,
114143,429965,199,555039,2,149140,95,99,2,
114143,429965,199,555039,2,149141,100,104,0,
114143,429965,199,555039,2,149142,105,109,0,
114143,429965,199,555039,2,149143,110,114,0,
114143,429965,199,555039,2,149144,115,119,1,
114143,429965,199,555039,2,149145,120,124,0,
114143,429965,199,555039,2,149146,125,129,0,
114143,429965,199,555039,2,149147,130,134,0,
114143,429965,199,555039,2,149148,135,139,0,
114143,429965,199,555039,2,149149,140,144,1,
114143,429965,199,555039,2,149150,145,149,0,
114143,429965,199,555039,2,149151,150,154,0,
114143,429965,199,555039,2,149152,155,159,0,
114143,429965,199,555039,2,149153,160,164,0,
114143,429965,199,555039,2,149154,165,169,0,
114143,429965,199,555039,2,149155,170,174,0,
114143,429965,199,555039,2,149156,175,179,0,
114143,429965,199,555039,2,149157,180,184,1,
114143,429965,199,555039,2,149158,185,189,0,
114143,429965,199,555039,2,149159,190,194,0,
114143,429965,199,555039,2,149160,195,199,0,
114143,429965,199,555039,2,149161,200,204,0,
114143,429965,199,555039,2,149162,205,209,0,
114143,429965,199,555039,2,149163,210,214,0,
114143,429965,199,555039,2,149164,215,219,0,
114143,429965,199,555039,2,149165,220,224,0,
114143,429965,199,555039,2,149166,225,229,0,
114143,429965,199,555039,2,149167,230,234,1,
114143,429966,194,555040,1,149071,30,34,1,
114143,429966,194,555040,1,149072,35,39,1,
114143,429966,194,555040,1,149073,40,44,1,
114143,429966,194,555040,1,149074,45,49,0,
114143,429966,194,555040,1,149075,50,54,0,
114143,429966,194,555040,1,149076,55,59,0,
114143,429966,194,555040,1,149077,60,64,1,
114143,429966,194,555040,1,149078,65,69,6,
114143,429966,194,555040,1,149079,70,74,16,
114143,429966,194,555040,1,149080,75,79,81,
114143,429966,194,555040,1,149081,80,84,73,
114143,429966,194,555040,1,149082,85,89,65,
114143,429966,194,555040,1,149083,90,94,25,
114143,429966,194,555040,1,149084,95,99,24,
114143,429966,194,555040,1,149085,100,104,33,
114143,429966,194,555040,1,149086,105,109,68,
114143,429966,194,555040,1,149087,110,114,58,
114143,429966,194,555040,1,149088,115,119,82,
114143,429966,194,555040,1,149089,120,124,81,
114143,429966,194,555040,1,149090,125,129,101,
114143,429966,194,555040,1,149091,130,134,50,
114143,429966,194,555040,1,149092,135,139,48,
114143,429966,194,555040,1,149093,140,144,42,
114143,429966,194,555040,1,149094,145,149,18,
114143,429966,194,555040,1,149095,150,154,12,
114143,429966,194,555040,1,149096,155,159,16,
114143,429966,194,555040,1,149097,160,164,14,
114143,429966,194,555040,1,149098,165,169,8,
114143,429966,194,555040,1,149099,170,174,8,
114143,429966,194,555040,1,149100,175,179,6,
114143,429966,194,555040,1,149101,180,184,4,
114143,429966,194,555040,1,149102,185,189,2,
114143,429966,194,555040,1,149103,190,194,1,
114143,429966,194,555040,1,149104,195,199,3,
114143,429966,194,555040,1,149105,200,204,0,
114143,429966,194,555040,1,149106,205,209,3,
114143,429966,194,555040,1,149107,210,214,3,
114143,429966,194,555040,1,149108,215,219,1,
114143,429966,194,555040,1,149109,220,224,2,
114143,429966,194,555041,2,149168,30,34,1,
114143,429966,194,555041,2,149169,35,39,2,
114143,429966,194,555041,2,149170,40,44,0,
114143,429966,194,555041,2,149171,45,49,0,
114143,429966,194,555041,2,149172,50,54,0,
114143,429966,194,555041,2,149173,55,59,0,
114143,429966,194,555041,2,149174,60,64,1,
114143,429966,194,555041,2,149175,65,69,3,
114143,429966,194,555041,2,149176,70,74,6,
114143,429966,194,555041,2,149177,75,79,6,
114143,429966,194,555041,2,149178,80,84,22,
114143,429966,194,555041,2,149179,85,89,9,
114143,429966,194,555041,2,149180,90,94,7,
114143,429966,194,555041,2,149181,95,99,10,
114143,429966,194,555041,2,149182,100,104,14,
114143,429966,194,555041,2,149183,105,109,21,
114143,429966,194,555041,2,149184,110,114,33,
114143,429966,194,555041,2,149185,115,119,38,
114143,429966,194,555041,2,149186,120,124,46,
114143,429966,194,555041,2,149187,125,129,25,
114143,429966,194,555041,2,149188,130,134,27,
114143,429966,194,555041,2,149189,135,139,20,
114143,429966,194,555041,2,149190,140,144,13,
114143,429966,194,555041,2,149191,145,149,18,
114143,429966,194,555041,2,149192,150,154,8,
114143,429966,194,555041,2,149193,155,159,13,
114143,429966,194,555041,2,149194,160,164,6,
114143,429966,194,555041,2,149195,165,169,3,
114143,429966,194,555041,2,149196,170,174,4,
114143,429966,194,555041,2,149197,175,179,1,
114143,429966,194,555041,2,149198,180,184,0,
114143,429966,194,555041,2,149199,185,189,4,
114143,429966,194,555041,2,149200,190,194,2,
114143,429966,194,555041,2,149201,195,199,2,
114143,429966,194,555041,2,149202,200,204,1,
114143,429966,194,555041,2,149203,205,209,3,
114143,429966,194,555041,2,149204,210,214,2,
114143,429966,194,555041,2,149205,215,219,1,
114143,429966,194,555041,2,149206,220,224,0,
114143,429966,194,555041,2,149207,225,229,1,
114143,429967,403,555042,1,149110,65,69,1,
61820,192400,194,197460,1,3500,55,59,1,
61820,192400,194,197460,1,3501,60,64,5,
61820,192400,194,197460,1,3502,65,69,24,
61820,192400,194,197460,1,3503,70,74,28,
61820,192400,194,197460,1,3504,75,79,29,
61820,192400,194,197460,1,3505,80,84,12,
61820,192400,194,197460,1,3506,85,89,14,
61820,192400,194,197460,1,3507,90,94,22,
61820,192400,194,197460,1,3508,95,99,29,
61820,192400,194,197460,1,3509,100,104,34,
61820,192400,194,197460,1,3510,105,109,46,
61820,192400,194,197460,1,3511,110,114,45,
61820,192400,194,197460,1,3512,115,119,58,
61820,192400,194,197460,1,3513,120,124,32,
61820,192400,194,197460,1,3514,125,129,48,
61820,192400,194,197460,1,3515,130,134,24,
61820,192400,194,197460,1,3516,135,139,18,
61820,192400,194,197460,1,3517,140,144,15,
61820,192400,194,197460,1,3518,145,149,21,
61820,192400,194,197460,1,3519,150,154,19,
61820,192400,194,197460,1,3520,155,159,13,
61820,192400,194,197460,1,3521,160,164,14,
61820,192400,194,197460,1,3522,165,169,6,
61820,192400,194,197460,1,3523,170,174,5,
61820,192400,194,197460,1,3524,175,179,5,
61820,192400,194,197460,1,3525,180,184,8,
61820,192400,194,197460,1,3526,185,189,4,
61820,192400,194,197460,1,3527,190,194,3,
61820,192400,194,197460,1,3528,195,199,3,
61820,192400,194,197460,1,3529,200,204,3,
61820,192400,194,197461,2,3700,50,54,2,
61820,192400,194,197461,2,3701,55,59,4,
61820,192400,194,197461,2,3702,60,64,27,
61820,192400,194,197461,2,3703,65,69,87,
61820,192400,194,197461,2,3704,70,74,71,
61820,192400,194,197461,2,3705,75,79,30,
61820,192400,194,197461,2,3706,80,84,5,
61820,192400,194,197461,2,3707,85,89,5,
61820,192400,194,197461,2,3708,90,94,7,
61820,192400,194,197461,2,3709,95,99,16,
61820,192400,194,197461,2,3710,100,104,22,
61820,192400,194,197461,2,3711,105,109,16,
61820,192400,194,197461,2,3712,110,114,13,
61820,192400,194,197461,2,3713,115,119,17,
61820,192400,194,197461,2,3714,120,124,16,
61820,192400,194,197461,2,3715,125,129,22,
61820,192400,194,197461,2,3716,130,134,5,
61820,192400,194,197461,2,3717,135,139,8,
61820,192400,194,197461,2,3718,140,144,8,
61820,192400,194,197461,2,3719,145,149,4,
61820,192400,194,197461,2,3720,150,154,7,
61820,192400,194,197461,2,3721,155,159,3,
61820,192400,194,197461,2,3722,160,164,10,
61820,192400,194,197461,2,3723,165,169,4,
61820,192400,194,197461,2,3724,170,174,2,
61820,192400,194,197461,2,3725,175,179,1,
61820,192400,194,197461,2,3726,180,184,0,
61820,192400,194,197461,2,3727,185,189,1,
61820,192400,194,197461,2,3728,190,194,1,
61820,192400,194,197461,2,3729,195,199,0,
61820,192400,194,197461,2,3730,200,204,2,
61820,192401,182,197462,1,3554,65,69,1,
61820,192401,182,197462,1,3555,70,74,0,
61820,192401,182,197462,1,3556,75,79,0,
61820,192401,182,197462,1,3557,80,84,0,
61820,192401,182,197462,1,3558,85,89,1,
61820,192401,182,197462,1,3559,90,94,0,
61820,192401,182,197462,1,3560,95,99,0,
61820,192401,182,197462,1,3561,100,104,0,
61820,192401,182,197462,1,3562,105,109,0,
61820,192401,182,197462,1,3563,110,114,0,
61820,192401,182,197462,1,3564,115,119,0,
61820,192401,182,197462,1,3565,120,124,0,
61820,192401,182,197462,1,3566,125,129,0,
61820,192401,182,197462,1,3567,130,134,0,
61820,192401,182,197462,1,3568,135,139,0,
61820,192401,182,197462,1,3569,140,144,1,
61820,192401,182,197462,1,3570,145,149,0,
61820,192401,182,197462,1,3571,150,154,3,
61820,192401,182,197462,1,3572,155,159,1,
61820,192401,182,197462,1,3573,160,164,1,
61820,192401,182,197462,1,3574,165,169,0,
61820,192401,182,197462,1,3575,170,174,0,
61820,192401,182,197462,1,3576,175,179,2,
61820,192402,211,197464,1,3577,60,64,1,
61820,192402,211,197464,1,3578,65,69,1,
61820,192402,211,197464,1,3579,70,74,0,
61820,192402,211,197464,1,3580,75,79,1,
61820,192402,211,197464,1,3581,80,84,0,
61820,192402,211,197464,1,3582,85,89,0,
61820,192402,211,197464,1,3583,90,94,0,
61820,192402,211,197464,1,3584,95,99,0,
61820,192402,211,197464,1,3585,100,104,2,
61820,192402,211,197464,1,3586,105,109,2,
61820,192402,211,197464,1,3587,110,114,1,
61820,192402,211,197464,1,3588,115,119,0,
61820,192402,211,197464,1,3589,120,124,0,
61820,192402,211,197464,1,3590,125,129,2,
61820,192402,211,197465,2,3731,60,64,1,
61820,192402,211,197465,2,3732,65,69,1,
61820,192402,211,197465,2,3733,70,74,3,
61820,192402,211,197465,2,3734,75,79,0,
61820,192402,211,197465,2,3735,80,84,2,
61820,192402,211,197465,2,3736,85,89,1,
61820,192402,211,197465,2,3737,90,94,1,
61820,192402,211,197465,2,3738,95,99,1,
61820,192402,211,197465,2,3739,100,104,2,
61820,192402,211,197465,2,3740,105,109,0,
61820,192402,211,197465,2,3741,110,114,1,
61820,192402,211,197465,2,3742,115,119,0,
61820,192402,211,197465,2,3743,120,124,2,
61820,192402,211,197465,2,3744,125,129,1,
61820,192403,181,197466,1,3591,85,89,1,
61820,192403,181,197466,1,3592,90,94,0,
61820,192403,181,197466,1,3593,95,99,0,
61820,192403,181,197466,1,3594,100,104,0,
61820,192403,181,197466,1,3595,105,109,0,
61820,192403,181,197466,1,3596,110,114,1,
61820,192403,181,197466,1,3597,115,119,1,
61820,192403,181,197466,1,3598,120,124,1,
61820,192403,181,197466,1,3599,125,129,2,
61820,192403,181,197466,1,3600,130,134,0,
61820,192403,181,197466,1,3601,135,139,3,
61820,192403,181,197466,1,3602,140,144,1,
61820,192404,153,197468,1,3603,85,89,3,
61820,192404,153,197468,1,3604,90,94,8,
61820,192404,153,197468,1,3605,95,99,9,
61820,192404,153,197468,1,3606,100,104,9,
61820,192404,153,197468,1,3607,105,109,8,
61820,192404,153,197468,1,3608,110,114,5,
61820,192404,153,197468,1,3609,115,119,2,
61820,192404,153,197468,1,3610,120,124,5,
61820,192404,153,197468,1,3611,125,129,0,
61820,192404,153,197468,1,3612,130,134,0,
61820,192404,153,197468,1,3613,135,139,0,
61820,192404,153,197468,1,3614,140,144,1,
61820,192404,153,197468,1,3615,145,149,2,
61820,192404,153,197468,1,3616,150,154,4,
61820,192404,153,197468,1,3617,155,159,0,
61820,192404,153,197468,1,3618,160,164,1,
61820,192404,153,197469,2,3760,85,89,2,
61820,192404,153,197469,2,3761,90,94,3,
61820,192404,153,197469,2,3762,95,99,2,
61820,192404,153,197469,2,3763,100,104,0,
61820,192404,153,197469,2,3764,105,109,0,
61820,192404,153,197469,2,3765,110,114,0,
61820,192404,153,197469,2,3766,115,119,0,
61820,192404,153,197469,2,3767,120,124,0,
61820,192404,153,197469,2,3768,125,129,0,
61820,192404,153,197469,2,3769,130,134,2,
61820,192405,152,197470,1,3619,80,84,1,
61820,192405,152,197470,1,3620,85,89,1,
61820,192405,152,197470,1,3621,90,94,1,
61820,192405,152,197470,1,3622,95,99,1,
61820,192405,152,197470,1,3623,100,104,1,
61820,192405,152,197470,1,3624,105,109,0,
