SURVEY_ID,SURVEY_SPECIES_ID,SPECIES_ID,SPECIES_RUN_ID,RUN_NUMBER,BANDED_MEASURED_ID,BAND_LENGTH_START,BAND_LENGTH_END,BAND_FISH_COUNT,AGE_BAND
114143,429960,182,555028,1,148983,105,109,2,
114143,429960,182,555028,1,148984,110,114,0,
114143,429960,182,555028,1,148985,115,119,0,
114143,429960,182,555028,1,148986,120,124,0,
114143,429960,182,555028,1,148987,125,129,1,
114143,429960,182,555028,1,148988,130,134,2,
114143,429960,182,555028,1,148989,135,139,0,
114143,429960,182,555028,1,148990,140,144,0,
114143,429960,182,555028,1,148991,145,149,0,
114143,429960,182,555028,1,148992,150,154,0,
114143,429960,182,555028,1,148993,155,159,0,
114143,429960,182,555028,1,148994,160,164,0,
114143,429960,182,555028,1,148995,165,169,0,
114143,429960,182,555028,1,148996,170,174,0,
114143,429960,182,555028,1,148997,175,179,0,
114143,429960,182,555028,1,148998,180,184,0,
114143,429960,182,555028,1,148999,185,189,0,
114143,429960,182,555028,1,149000,190,194,0,
114143,429960,182,555028,1,149001,195,199,0,
114143,429960,182,555028,1,149002,200,204,0,
114143,429960,182,555028,1,149003,205,209,0,
114143,429960,182,555028,1,149004,210,214,0,
114143,429960,182,555028,1,149005,215,219,0,
114143,429960,182,555028,1,149006,220,224,0,
114143,429960,182,555028,1,149007,225,229,0,
114143,429960,182,555028,1,149008,230,234,0,
114143,429960,182,555028,1,149009,235,239,0,
114143,429960,182,555028,1,149010,240,244,0,
114143,429960,182,555028,1,149011,245,249,1,
114143,429960,182,555029,2,149119,110,114,1,
114143,429960,182,555029,2,149120,115,119,0,
114143,429960,182,555029,2,149121,120,124,0,
114143,429960,182,555029,2,149122,125,129,1,
114143,429960,182,555029,2,149123,130,134,1,
114143,429960,182,555029,2,149124,135,139,1,
114143,429960,182,555029,2,149125,140,144,1,
114143,429961,193,555030,1,149012,95,99,3,
114143,429961,193,555030,1,149126,100,104,1,
114143,429961,193,555030,1,149127,120,124,1,
114143,429961,193,555031,2,149128,95,99,1,
114143,429962,211,555032,1,149013,65,69,1,
114143,429962,211,555032,1,149014,70,74,0,
114143,429962,211,555032,1,149015,75,79,3,
114143,429962,211,555032,1,149016,80,84,0,
114143,429962,211,555032,1,149017,85,89,0,
114143,429962,211,555032,1,149018,90,94,1,
114143,429962,211,555032,1,149019,95,99,0,
114143,429962,211,555032,1,149020,100,104,0,
114143,429962,211,555032,1,149021,105,109,0,
114143,429962,211,555032,1,149022,110,114,0,
114143,429962,211,555032,1,149023,115,119,0,
114143,429962,211,555032,1,149024,120,124,0,
114143,429962,211,555032,1,149025,125,129,0,
114143,429962,211,555032,1,149026,130,134,1,
114143,429962,211,555032,1,149027,135,139,4,
114143,429962,211,555032,1,149028,140,144,0,
114143,429962,211,555032,1,149029,145,149,0,
114143,429962,211,555032,1,149030,150,154,1,
114143,429962,211,555032,1,149031,155,159,1,
114143,429962,211,555032,1,149032,160,164,1,
114143,429962,211,555033,2,149129,90,94,1,
114143,429962,211,555033,2,149130,95,99,0,
114143,429962,211,555033,2,149131,100,104,0,
114143,429962,211,555033,2,149132,105,109,0,
114143,429962,211,555033,2,149133,110,114,1,
114143,429962,211,555033,2,149134,115,119,2,
114143,429962,211,555033,2,149135,120,124,1,
114143,429963,213,555034,1,149033,150,154,1,
114143,429963,213,555034,1,149034,325,329,1,
114143,429963,213,555034,1,149035,430,434,1,
114143,429963,213,555034,1,149036,495,499,1,
114143,429963,213,555034,1,149037,510,514,1,
114143,429963,213,555034,1,149038,515,519,1,
