SURVEY_ID,SURVEY_SPECIES_ID,SPECIES_ID,SPECIES_RUN_ID,RUN_NUMBER,BULK_MEASURED_ID,BULK_LENGTH_START,BULK_LENGTH_END,BULK_FISH_COUNT,BULK_FISH_WEIGHT,AGE_BAND
30301,94659,242,87609,2,13391,,,66,6300,
30318,94753,242,87758,1,13423,,,11,700,
30318,94753,242,87759,2,13424,,,4,200,
30322,94774,242,87800,1,13433,,,39,1800,
30322,94774,242,87801,2,13435,,,27,1300,
30322,94775,281,87802,1,13434,48,68,47,,
30238,94089,242,86635,1,13247,,,3,3200,
30334,94831,242,87888,1,13458,,,305,29000,
30334,94831,242,87889,2,13459,,,138,16000,
30358,94977,194,88128,1,13509,133,233,158,,
30358,94981,242,88134,1,13510,,,13,1300,
30358,94981,242,88135,2,13511,,,6,500,
30330,94810,242,87857,1,13450,,,152,9500,
30330,94810,242,87858,2,13451,,,88,6000,
30336,94842,242,87903,1,13462,,,86,9200,
30336,94842,242,87904,2,13463,,,64,7600,
30347,94918,242,88026,1,13484,,,3,300,
30347,94918,242,88027,2,13485,,,19,3800,
30345,94902,242,87999,1,13481,,,26,2500,
30257,94255,242,86922,1,13275,,,1,50,
30244,94133,194,86702,2,13256,38,78,17,,
30244,94134,198,86704,2,13257,43,78,20,,
30244,94138,242,86710,1,13255,,,2,200,
30244,94138,242,86711,2,13258,,,1,50,
30267,94389,194,87155,1,13316,48,73,155,,
30267,94395,242,87165,1,13317,,,1,100,
30274,94477,194,87317,1,13342,48,73,335,,
30274,94482,242,87327,1,13343,,,5,300,
30274,94482,242,87328,2,13344,,,8,600,
30820,95724,242,89343,1,13581,,,1,70,
28863,101826,311,99352,1,14526,,,1,1,
28911,93043,242,85024,1,13009,,,1,1500,
28911,93043,242,85025,3,13010,,,2,1500,
28908,92756,242,84548,1,12951,,,1,1500,
75875,242462,194,257203,1,46062,50,130,195,,
28995,96217,193,90062,1,13624,78,133,25,,
29034,479839,311,637826,2,144417,,,2,30,
4032,1122,242,1206,1,1985,,,19,1800,
4037,1150,242,1253,1,1999,,,18,3800,
4037,1150,242,1254,2,2000,,,8,1200,
4049,1213,242,1374,1,2026,,,30,3575,
4049,1213,242,1375,2,2027,,,5,710,
144743,623398,284,825211,1,184305,,,65,,
14219,23621,242,29161,1,4248,,,5,1497,
14219,23621,242,29162,2,4249,,,2,901,
14248,23834,242,29525,1,4295,,,2,1450,
14216,23598,242,29124,1,4245,,,3,1044,
14216,23598,242,29125,2,4246,,,1,194,
14059,22250,242,26713,1,3985,,,17,3570,
14059,22250,242,26714,2,3986,,,8,1200,
14059,22250,242,26715,3,3987,,,4,510,
14087,22479,242,27123,1,4033,,,16,3230,
14087,22479,242,27124,2,4034,,,3,520,
14087,22479,242,27125,3,4035,,,2,175,
14101,22608,242,27379,1,4069,,,1,1220,
14068,22320,242,26842,1,4009,,,11,4294,
14068,22320,242,26843,2,4010,,,4,1505,
14132,22864,242,27844,1,4131,,,8,4580,
14132,22864,242,27845,2,4132,,,2,1160,
14064,22290,242,26787,1,3999,,,22,6890,
14064,22290,242,26788,2,4000,,,7,720,
14060,22257,242,26725,1,3988,,,41,12400,
14060,22257,242,26726,2,3989,,,13,3000,
14035,22061,242,26405,1,3945,,,20,9738,
14035,22061,242,26406,2,3946,,,17,4247,
14035,22061,242,26407,3,3947,,,1,136,
14025,21978,242,26255,1,3922,,,13,2133,
14025,21978,242,26256,2,3923,,,5,455,
14025,21978,242,26257,3,3924,,,1,93,
14104,22636,242,27426,1,4075,,,2,180,
14104,22636,242,27427,2,4076,,,4,2020,
14104,22636,242,27428,3,4077,,,3,1590,
14034,22053,242,26387,1,3943,,,13,5395,
14034,22053,242,26388,2,3944,,,2,734,
14093,22541,242,27251,1,4050,,,2,225,
14093,22541,242,27252,2,4051,,,1,148,
14086,22469,242,27102,1,4032,,,9,1120,
14184,23315,242,28631,1,4205,,,24,3900,
14184,23315,242,28632,2,4206,,,6,750,
144097,615622,284,815523,1,182355,,,60,,
14053,22206,242,26636,1,3973,,,5,420,
14053,22206,242,26637,2,3974,,,3,300,
14117,22735,242,27583,1,4091,,,15,1950,
14117,22735,242,27584,2,4092,,,7,1050,
14030,22014,242,26319,1,3933,,,71,13580,
14030,22014,242,26320,2,3934,,,11,1905,
14067,22313,242,26833,1,4007,,,8,3650,
14067,22313,242,26834,2,4008,,,8,1430,
14131,22851,242,27822,1,4128,,,12,7500,
14108,22668,242,27475,1,4080,,,4,1185,
14108,22669,311,27476,2,4081,,,1,25,
14109,22674,242,27485,1,4082,,,3,1940,
14109,22674,242,27486,2,4083,,,4,1195,
152420,674171,284,894218,1,196419,,,46,,
14210,23544,242,29024,1,4239,,,1,25,
14048,22161,242,26570,2,3965,,,1,1723,
14379,24949,242,31579,1,4550,,,4,1010,
14379,24949,242,31580,2,4551,,,1,350,
14379,24949,242,31581,3,4552,,,2,206,
14297,24252,194,30255,1,4386,61,197,653,,
14297,24256,242,30263,1,4387,,,4,250,
14297,24256,242,30264,2,4388,,,3,400,
13473,12453,242,12837,1,2565,,,1,52,
13473,12453,242,12838,2,2566,,,1,24,
4018,1076,242,1125,1,1958,,,91,11745,
4018,1076,242,1126,2,1959,,,8,1100,
4016,1065,242,1106,1,1954,,,69,5500,
4016,1065,242,1107,2,1955,,,25,2000,
4020,1085,242,1140,1,1962,,,23,1420,
4020,1085,242,1141,2,1963,,,10,900,
15614,19283,242,21684,1,3315,,,23,7600,
15614,19283,242,21685,2,3316,,,2,710,
15614,19283,242,21686,3,3317,,,3,1100,
15608,19224,242,21576,1,3302,,,41,8960,
15608,19224,242,21577,2,3303,,,12,2375,
15608,19224,242,21578,3,3304,,,6,1450,
14274,24065,242,29923,1,4345,,,28,3350,
14274,24065,242,29924,2,4346,,,5,730,
14274,24065,242,29925,3,4347,,,5,600,
14394,25083,242,31848,1,4595,,,1,500,
14394,25083,242,31849,2,4596,,,5,1810,
14394,25083,242,31850,3,4597,,,1,520,
14355,24761,242,31212,1,4509,,,44,9390,
14355,24761,242,31213,2,4510,,,15,3020,
14395,25090,242,31867,1,4598,,,3,1100,
14395,25090,242,31868,2,4599,,,1,208,
14395,25090,242,31869,3,4600,,,2,504,
14309,24361,194,30450,1,4415,58,303,248,,
14381,24964,242,31611,1,4556,,,32,4420,
14381,24964,242,31612,2,4557,,,9,1050,
14381,24964,242,31613,3,4558,,,3,300,
14392,25065,242,31808,1,4589,,,7,1900,
14392,25065,242,31809,2,4590,,,5,1350,
14392,25065,242,31810,3,4591,,,2,650,
14382,24984,242,31645,1,4562,,,15,3200,
14382,24984,242,31646,2,4563,,,1,410,
14358,24783,242,31255,1,4516,,,5,1220,
14358,24783,242,31256,2,4517,,,2,280,
14397,25104,242,31897,1,4603,,,6,1500,
14397,25104,242,31898,2,4604,,,3,330,
14300,24276,194,30300,1,4393,60,258,1787,,
14430,25382,242,32397,1,4669,,,6,1490,
14430,25382,242,32398,2,4670,,,4,510,
14430,25382,242,32399,3,4671,,,3,600,
14263,23986,242,29796,1,4327,,,50,5110,
14263,23986,242,29797,2,4328,,,12,1030,
14303,24317,242,30371,1,4403,,,6,1706,
14303,24317,242,30372,2,4404,,,4,1000,
14303,24317,242,30373,3,4405,,,1,155,
14308,24352,194,30435,1,4414,60,177,354,,
14359,24790,242,31268,1,4518,,,22,3290,
14359,24790,242,31269,2,4519,,,2,610,
14267,24005,242,29829,1,4336,,,5,310,
14267,24005,242,29830,2,4337,,,6,260,
14267,24005,242,29831,3,4338,,,2,200,
14427,25355,242,32351,1,4663,,,12,1600,
14427,25355,242,32352,2,4664,,,2,475,
14412,25229,242,32133,1,4636,,,1,242,
149433,654196,284,867017,1,191985,,,42,,
60701,190866,242,195232,1,30161,,,2,913,
14446,25507,242,32612,1,4703,,,1,150,
14446,25507,242,32613,2,4704,,,2,760,
14374,24916,242,31510,1,4544,,,1,580,
14364,24836,242,31362,1,4527,,,1,253,
14364,24836,242,31363,3,4528,,,1,310,
14404,25162,242,32007,1,4621,,,1,500,
60621,190753,242,195074,1,30120,,,25,5586,
60621,190753,242,195075,2,30121,,,9,1854,
14411,25212,242,32106,1,4631,,,1,900,
14411,25212,242,32107,2,4632,,,1,1225,
14285,24157,242,30093,1,4364,,,34,6690,
14285,24157,242,30094,2,4365,,,9,1496,
14285,24157,242,30095,3,4366,,,2,550,
20142,50121,242,55243,1,7063,,,5,2510,
20142,50121,242,55244,2,7064,,,1,310,
14287,24172,242,30123,1,4370,,,17,6750,
14287,24172,242,30124,2,4371,,,5,1710,
14287,24172,242,30125,3,4372,,,2,1150,
14410,25205,242,32088,1,4629,,,2,2500,
14410,25205,242,32089,2,4630,,,1,220,
13420,12284,311,12524,1,2519,,,26,116,
13420,12284,311,12525,2,2520,,,15,82,
13421,12290,311,12538,1,2521,,,9,36,
13421,12290,311,12539,2,2522,,,11,46,
13421,12290,311,12540,3,2523,,,5,16,
13411,12233,242,12436,1,2512,,,4,1048,
13411,12238,311,12445,1,2511,,,1,6,
13411,12238,311,12446,2,2513,,,3,26,
14472,25750,242,32989,1,4749,,,53,7100,
14472,25750,242,32990,2,4750,,,14,2110,
63080,193987,242,199594,1,31020,,,3,452,
63080,193987,242,199595,2,31021,,,3,622,
14549,16602,242,17008,1,2687,,,2,2000,
14543,16553,242,16921,2,2682,,,1,7,
14496,16149,242,16251,1,2615,,,16,2850,
14496,16149,242,16252,2,2616,,,2,218,
