SURVEY_ID,SURVEY_SPECIES_ID,SPECIES_ID,SPECIES_RUN_ID,RUN_NUMBER,LW_MEASURED_TOTAL,BANDED_MEASURED_TOTAL,BULK_MEASURED_TOTAL,FISH_COUNT
118790,451503,152,591769,2,0,1,,1
118790,451504,153,591770,1,0,2,,2
118790,451504,153,591771,2,0,1,,1
118790,451505,213,591772,1,0,2,,2
118790,451505,213,591773,2,0,,,0
118790,451506,211,591774,1,0,1,,1
118790,451506,211,591775,2,0,,,0
118790,451507,199,591776,1,0,1,,1
118790,451507,199,591777,2,0,,,0
118790,451508,194,591778,1,0,310,,310
118790,451508,194,591779,2,0,65,,65
77071,249631,194,272344,1,0,93,,93
77071,249631,194,272345,2,0,13,,13
77071,249632,211,272346,1,1,7,,8
77071,249632,211,272347,2,0,4,,4
77071,249633,181,272348,1,0,24,,24
77071,249633,181,272349,2,4,,,4
77071,249634,199,272350,1,0,1,,1
77071,249634,199,272351,2,0,,,0
77071,249635,153,272352,1,0,2,,2
77071,249635,153,272353,2,0,,,0
77071,249636,213,272354,1,2,,,2
77071,249636,213,272355,2,2,,,2
77071,249637,182,272356,1,1,,,1
77071,249637,182,272357,2,0,,,0
77071,249638,403,272358,1,3,,,3
77071,249638,403,272359,2,0,,,0
77071,249639,478,272360,1,1,,,1
77071,249639,478,272361,2,0,1,,1
29391,99747,213,95886,1,7,,,7
29391,99747,213,95887,2,1,,,1
29391,99748,403,95888,1,1,,,1
29391,99748,403,95889,2,2,,,2
29391,99746,211,95884,1,29,,,29
29391,99746,211,95885,2,23,,,23
29391,99745,199,95883,1,1,,,1
29391,99745,199,103801,2,0,,,0
29391,99744,194,95882,1,3,,,3
29391,99744,194,103800,2,0,,,0
30809,95607,194,89143,1,533,,1970,2503
30809,95607,194,89144,2,167,,,167
30809,95605,182,89140,1,1,,,1
30809,95605,182,106968,2,0,,,0
30809,95608,199,89145,1,1,,,1
30809,95608,199,106969,2,0,,,0
30809,95606,193,89141,1,8,,,8
30809,95606,193,89142,2,3,,,3
30809,95611,403,89150,1,30,,,30
30809,95611,403,89151,2,3,,,3
30809,95612,478,89152,1,3,,,3
30809,95612,478,89153,2,2,,,2
30809,95603,153,89138,1,2,,,2
30809,95603,153,106966,2,0,,,0
30809,95604,181,89139,1,4,,,4
30809,95604,181,106967,2,0,,,0
30809,95610,213,89148,1,5,,,5
30809,95610,213,89149,2,5,,,5
30809,95609,211,89146,1,10,,,10
30809,95609,211,89147,2,4,,,4
114143,429957,181,555022,1,0,85,,85
114143,429957,181,555023,2,0,7,,7
114143,429958,283,555024,1,0,1,,1
114143,429958,283,555025,2,0,,,0
114143,429959,152,555026,1,0,2,,2
114143,429959,152,555027,2,0,,,0
114143,429960,182,555028,1,0,9,,9
114143,429960,182,555029,2,0,5,,5
114143,429961,193,555030,1,0,5,,5
114143,429961,193,555031,2,0,1,,1
114143,429962,211,555032,1,0,13,,13
114143,429962,211,555033,2,0,5,,5
114143,429963,213,555034,1,0,10,,10
114143,429963,213,555035,2,0,3,,3
114143,429964,196,555036,1,0,1,,1
114143,429964,196,555037,2,0,,,0
114143,429965,199,555038,1,0,11,,11
114143,429965,199,555039,2,0,7,,7
114143,429966,194,555040,1,0,958,,958
114143,429966,194,555041,2,0,373,,373
114143,429967,403,555042,1,0,1,,1
114143,429967,403,555043,2,0,,,0
29387,99700,182,95803,1,187,,580,767
29387,99700,182,103786,2,0,,,0
29387,99705,199,95811,1,69,,226,295
29387,99705,199,95812,2,36,,,36
29387,99708,213,95816,1,7,,,7
29387,99708,213,95817,2,2,,,2
29387,99707,211,95814,1,57,,,57
29387,99707,211,95815,2,49,,,49
29387,99710,478,95820,1,2,,,2
29387,99710,478,95821,2,3,,,3
29387,99704,198,103787,1,0,,,0
29387,99704,198,95810,2,1,,,1
29387,99703,196,95808,1,4,,,4
29387,99703,196,95809,2,2,,,2
29387,99706,201,95813,1,1,,,1
29387,99706,201,103788,2,0,,,0
29387,99698,152,95799,1,12,,,12
29387,99698,152,95800,2,4,,,4
29387,99701,193,95804,1,16,,,16
29387,99701,193,95805,2,4,,,4
29387,99702,194,95806,1,369,,,369
29387,99702,194,95807,2,98,,,98
29387,99699,153,95801,1,33,,,33
29387,99699,153,95802,2,3,,,3
29387,99709,403,95818,1,65,,,65
29387,99709,403,95819,2,6,,,6
127497,498565,194,666140,1,657,,537,1194
127497,498565,194,666141,2,120,,,120
127497,498566,153,666142,1,3,,,3
127497,498566,153,666143,2,0,,,0
127497,498567,478,666144,1,3,,,3
127497,498567,478,666145,2,0,,,0
127497,498568,403,666146,1,5,,,5
127497,498568,403,666147,2,1,,,1
127497,498569,211,666148,1,4,,,4
127497,498569,211,666149,2,4,,,4
127497,498570,182,666150,1,2,,,2
127497,498570,182,666151,2,0,,,0
127497,498571,181,666152,1,5,,,5
127497,498571,181,666153,2,2,,,2
127497,498572,193,666154,1,1,,,1
127497,498572,193,666155,2,1,,,1
29355,99418,152,95349,1,41,,35,76
29355,99418,152,95350,2,13,,,13
29355,99419,153,95351,1,234,,240,474
29355,99419,153,95352,2,96,,,96
29355,99422,193,95356,1,51,,285,336
29355,99422,193,95357,2,60,,225,285
29355,99423,194,95358,1,558,,2730,3288
29355,99423,194,95359,2,487,,335,822
29355,99421,182,95354,1,65,,,65
29355,99421,182,95355,2,9,,,9
29355,99424,196,95360,1,1,,,1
29355,99424,196,103733,2,0,,,0
29355,99420,181,95353,1,1,,,1
29355,99420,181,103732,2,0,,,0
29355,99428,213,95367,1,10,,,10
29355,99428,213,95368,2,5,,,5
29355,99425,198,95361,1,11,,,11
29355,99425,198,95362,2,8,,,8
29355,99426,199,95363,1,60,,,60
29355,99426,199,95364,2,13,,,13
29355,99427,211,95365,1,31,,,31
29355,99427,211,95366,2,14,,,14
30808,95598,194,89130,1,470,,1080,1550
30808,95598,194,89131,2,274,,,274
30808,95602,471,106965,1,0,,,0
30808,95602,471,89137,2,0,,1,1
30808,95599,198,89132,1,1,,,1
30808,95599,198,106964,2,0,,,0
30808,95597,193,89128,1,11,,,11
30808,95597,193,89129,2,6,,,6
30808,95600,211,89133,1,6,,,6
30808,95600,211,89134,2,7,,,7
30808,95596,153,89126,1,16,,,16
30808,95596,153,89127,2,4,,,4
30808,95595,152,106963,1,0,,,0
30808,95595,152,89125,2,1,,,1
30808,95601,213,89135,1,4,,,4
30808,95601,213,89136,2,3,,,3
61820,192400,194,197460,1,1,588,330,919
61820,192400,194,197461,2,0,416,,416
61820,192401,182,197462,1,0,10,,10
61820,192401,182,197463,2,0,,,0
61820,192402,211,197464,1,0,10,,10
61820,192402,211,197465,2,0,16,,16
61820,192403,181,197466,1,0,10,,10
61820,192403,181,197467,2,2,,,2
61820,192404,153,197468,1,0,57,,57
61820,192404,153,197469,2,0,9,,9
61820,192405,152,197470,1,1,15,,16
61820,192405,152,197471,2,0,7,,7
61820,192406,199,197472,1,9,,,9
61820,192406,199,197473,2,5,,,5
61820,192407,478,197474,1,6,,,6
61820,192407,478,197475,2,0,,,0
61820,192408,213,197476,1,3,,,3
61820,192408,213,197477,2,2,,,2
61820,192409,198,197478,1,1,,,1
61820,192409,198,197479,2,2,,,2
61820,192410,196,197480,1,1,,,1
61820,192410,196,197481,2,0,,,0
61820,192411,403,197482,1,2,,,2
61820,192411,403,197483,2,0,,,0
61820,192412,193,197484,1,8,,,8
61820,192412,193,197485,2,10,,,10
85210,294005,194,353430,1,0,162,,162
85210,294005,194,353431,2,0,,,0
85210,294006,181,353432,1,0,49,,49
85210,294006,181,353433,2,0,4,,4
85210,294007,182,353434,1,0,7,,7
85210,294007,182,353435,2,0,1,,1
85210,294008,478,353436,1,2,,,2
85210,294008,478,353437,2,0,,,0
85210,294009,152,353438,1,0,36,,36
85210,294009,152,353439,2,0,,,0
85210,294010,153,353440,1,0,39,,39
85210,294010,153,353441,2,0,4,,4
85210,294011,211,353442,1,0,8,,8
85210,294011,211,353443,2,0,1,,1
85210,294012,403,353444,1,0,10,,10
85210,294012,403,353445,2,0,,,0
85210,294013,198,353446,1,2,,,2
85210,294013,198,353447,2,0,,,0
85210,294014,213,353448,1,5,,,5
85210,294014,213,353449,2,1,,,1
85210,294015,193,353450,1,0,23,,23
85210,294015,193,353451,2,0,2,,2
149100,652269,194,864202,1,466,,,466
149100,652269,194,864203,2,67,,,67
149100,652270,152,864204,1,2,,,2
149100,652270,152,864205,2,0,,,0
149100,652271,153,864206,1,46,,,46
149100,652271,153,864207,2,2,,,2
149100,652272,182,864208,1,9,,,9
149100,652272,182,864209,2,3,,,3
149100,652273,199,864210,1,1,,,1
149100,652273,199,864211,2,0,,,0
149100,652274,211,864212,1,18,,,18
149100,652274,211,864213,2,14,,,14
149100,652275,213,864214,1,1,,,1
149100,652275,213,864215,2,0,,,0
149100,652276,193,864216,1,24,,,24
149100,652276,193,864217,2,7,,,7
149100,652277,181,864218,1,17,,,17
149100,652277,181,864219,2,0,,,0
149100,652278,198,864220,1,3,,,3
149100,652278,198,864221,2,0,,,0
149100,652279,478,864222,1,1,,,1
149100,652279,478,864223,2,0,,,0
29469,100356,242,96903,1,0,,5,5
29469,100356,242,96904,2,0,,2,2
29469,100355,213,96901,1,20,,,20
29469,100355,213,96902,2,5,,,5
29469,100349,152,96890,1,17,,,17
29469,100349,152,96891,2,6,,,6
29469,100351,193,96893,1,16,,,16
29469,100351,193,96894,2,2,,,2
29469,100353,198,96897,1,1,,,1
29469,100353,198,96898,2,1,,,1
29469,100350,153,96892,1,1,,,1
29469,100350,153,104030,2,0,,,0
29469,100354,211,96899,1,44,,,44
29469,100354,211,96900,2,7,,,7
29469,100357,284,96905,1,1,,,1
29469,100357,284,104031,2,0,,,0
29469,100352,194,96895,1,200,,,200
29469,100352,194,96896,2,67,,,67
136998,552798,111,738829,1,70,,,70
136998,552798,111,738830,2,13,,,13
136998,552799,194,738831,1,40,,,40
136998,552799,194,738832,2,9,,,9
136998,552800,153,738833,1,53,,,53
136998,552800,153,738834,2,12,,,12
136998,552801,286,738835,1,3,,,3
136998,552801,286,738836,2,1,,,1
136998,552802,284,738837,1,75,,,75
136998,552802,284,738838,2,4,,,4
136998,552803,193,738839,1,76,,,76
136998,552803,193,738840,2,17,,,17
136998,552804,283,738841,1,41,,,41
136998,552804,283,738842,2,3,,,3
136998,552805,152,738843,1,27,,,27
136998,552805,152,738844,2,6,,,6
136998,552806,311,738845,1,2,,,2
136998,552806,311,738846,2,0,,,0
136998,552807,281,738847,1,3,,,3
136998,552807,281,738848,2,2,,,2
136998,552856,284,738925,1,0,,,0
136998,552856,284,738926,2,0,,,0
136998,552857,193,738927,1,0,,,0
136998,552857,193,738928,2,0,,,0
29468,100344,242,96883,1,0,,1,1
29468,100344,242,96884,2,0,,2,2
29468,100344,242,96885,3,0,,1,1
29468,100338,152,96866,1,4,,,4
29468,100338,152,96867,2,5,,,5
29468,100338,152,96868,3,4,,,4
29468,100348,286,96889,1,1,,,1
29468,100348,286,104028,2,0,,,0
29468,100348,286,104029,3,0,,,0
29468,100339,153,96869,1,22,,,22
29468,100339,153,96870,2,12,,,12
29468,100339,153,96871,3,1,,,1
29468,100343,213,96881,1,3,,,3
29468,100343,213,96882,2,1,,,1
29468,100343,213,104021,3,0,,,0
29468,100347,284,96888,1,1,,,1
29468,100347,284,104026,2,0,,,0
29468,100347,284,104027,3,0,,,0
29468,100345,281,96886,1,1,,,1
29468,100345,281,104022,2,0,,,0
29468,100345,281,104023,3,0,,,0
29468,100342,211,96878,1,18,,,18
29468,100342,211,96879,2,4,,,4
29468,100342,211,96880,3,2,,,2
29468,100346,283,96887,1,1,,,1
29468,100346,283,104024,2,0,,,0
29468,100346,283,104025,3,0,,,0
29468,100340,193,96872,1,134,,,134
29468,100340,193,96873,2,141,,,141
29468,100340,193,96874,3,22,,,22
29468,100341,194,96875,1,199,,,199
29468,100341,194,96876,2,80,,,80
29468,100341,194,96877,3,29,,,29
122323,471619,283,623482,1,0,12,,12
122323,471619,283,623483,2,0,1,,1
122323,471619,283,623500,3,0,1,,1
122323,471620,152,623484,1,0,16,,16
122323,471620,152,623485,2,0,4,,4
122323,471620,152,623501,3,0,4,,4
122323,471621,153,623486,1,0,27,,27
122323,471621,153,623487,2,0,9,,9
122323,471621,153,623502,3,0,1,,1
122323,471622,193,623488,1,0,1,,1
122323,471622,193,623489,2,0,3,,3
122323,471622,193,623503,3,0,1,,1
122323,471623,284,623490,1,0,6,,6
122323,471623,284,623491,2,0,3,,3
122323,471623,284,623504,3,0,3,,3
122323,471624,281,623492,1,0,2,,2
122323,471624,281,623493,2,0,1,,1
122323,471624,281,623505,3,0,,,0
122323,471625,111,623494,1,0,26,,26
122323,471625,111,623495,2,0,38,,38
122323,471625,111,623506,3,0,10,,10
122323,471626,284,623496,1,0,,,0
122323,471626,284,623497,2,0,,,0
122323,471626,284,623507,3,0,,,0
122323,471627,283,623498,1,0,,,0
122323,471627,283,623499,2,0,,,0
122323,471627,283,623508,3,0,,,0
104960,387237,281,485527,1,4,,,4
147963,645125,283,853526,1,13,,,13
147963,645125,283,853527,2,0,,,0
147963,645126,152,853528,1,7,,,7
147963,645126,152,853529,2,0,,,0
147963,645127,153,853530,1,52,,,52
147963,645127,153,853531,2,3,,,3
147963,645128,193,853532,1,2,,,2
147963,645128,193,853533,2,1,,,1
147963,645129,284,853534,1,20,,,20
147963,645129,284,853535,2,0,,,0
147963,645130,194,853536,1,36,,,36
147963,645130,194,853537,2,3,,,3
147963,645131,286,853538,1,10,,,10
147963,645131,286,853539,2,4,,,4
147963,645132,111,853540,1,72,,,72
147963,645132,111,853541,2,9,,,9
147963,645133,284,853542,1,0,,,0
147963,645133,284,853543,2,0,,,0
147963,645134,286,853544,1,0,,,0
147963,645134,286,853545,2,0,,,0
84193,287903,111,341172,1,0,5,,5
84193,287904,283,341173,1,0,6,,6
84193,287905,286,341174,1,0,13,,13
84193,287906,284,341175,1,0,32,,32
84181,287842,111,341066,1,0,22,,22
147961,645117,283,853510,1,8,,,8
147961,645117,283,853511,2,3,,,3
147961,645118,111,853512,1,7,,,7
147961,645118,111,853513,2,0,,,0
121253,463242,281,611745,1,0,4,,4
121253,463243,111,611746,1,0,10,,10
29432,100090,283,96466,1,1,,,1
29432,100088,111,96464,1,4,,,4
29432,100089,213,96465,1,1,,,1
140537,576794,283,770347,1,4,,,4
140537,576795,284,770348,1,4,,,4
140537,576796,286,770349,1,4,,,4
140537,576797,111,770350,1,2,,,2
140537,576798,281,770351,1,2,,,2
148342,648124,111,858411,1,12,,,12
148342,648124,111,858412,2,2,,,2
148342,648125,283,858413,1,12,,,12
148342,648125,283,858414,2,4,,,4
148342,648126,286,858415,1,2,,,2
148342,648126,286,858416,2,1,,,1
148342,648127,281,858417,1,2,,,2
148342,648127,281,858418,2,0,,,0
148342,648128,242,858419,1,1,,,1
148342,648128,242,858420,2,0,,,0
141709,592854,111,788847,1,1,,,1
141709,592854,111,788848,2,0,,,0
141709,592858,283,788855,1,0,,,0
141709,592858,283,788856,2,0,,,0
141709,592857,188,788853,1,0,,,0
141709,592857,188,788854,2,1,,,1
141709,592859,281,788857,1,0,,,0
141709,592859,281,788858,2,0,,,0
29396,99794,242,95977,1,0,,34,34
29396,99794,242,95978,2,0,,13,13
29396,99790,196,95969,1,1,,,1
29396,99790,196,95970,2,1,,,1
29396,99793,213,95975,1,6,,,6
29396,99793,213,95976,2,5,,,5
29396,99787,182,95963,1,6,,,6
29396,99787,182,95964,2,2,,,2
29396,99792,211,95973,1,24,,,24
29396,99792,211,95974,2,17,,,17
29396,99791,201,95971,1,2,,,2
29396,99791,201,95972,2,1,,,1
29396,99788,193,95965,1,5,,,5
29396,99788,193,95966,2,3,,,3
29396,99796,478,103816,1,0,,,0
29396,99796,478,95981,2,2,,,2
29396,99789,194,95967,1,184,,,184
29396,99789,194,95968,2,100,,,100
